,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NB: 2025/26 are interim figures,,,
,2010-11,,,,2011-12,,,,2012-13,,,,2013-14,,,,2014-15,,,,2015-16,,,,2016-17,,,,2017-18,,,,2018-19,,,,2019-20,,,,2020-21,,,,2021-22,,,,2022-23,,,,2023-24,,,,2024-25,,,,2025-26,,,
Site,kWh,Q1-3,Q4,kg CO2e,kWh,Q1-3,Q4,kg CO2e,kWh,Q1-3,Q4,kg CO2e,kWh,Q1-3,Q4,kg CO2e,kWh,Q1-3,Q4,kg CO2e,kWh,Q1-3,Q4,kg CO2e,kWh,Q1-3,Q4,kg CO2e,kWh,Q1-3,Q4,kg CO2e,kWh,Q1-3,Q4,kg CO2e,kWh,Q1-3,Q4,kg CO2e,kWh,Q1-3,Q4,kg CO2e,kWh,Q1-3,Q4,kg CO2e,kWh,Q1-3,Q4,kg CO2e,kWh,Q1-3,Q4,kg CO2e,kWh,Q1-3,Q4,kg CO2e,kWh,Q1-3,Q4,kg CO2e
Primary School - Westgate,"184,229","94,181","90,048","34,077","145,144","61,299","83,845","26,867","197,276","103,420","93,856","36,428","181,527","104,626","76,901","33,480","169,629","84,618","85,010","31,332","169,253","88,102","81,151","31,182","148,661","43,453","105,208","27,371","136,770","54,541","82,229","25,171","99,234","71,066","28,168","18,242","181,609","105,295","76,314","33,355","140,643","61,662","78,981","25,804","135,311","70,402","64,908","24,743","116,042","48,853","67,189","21,208","112,935","51,187","61,748","20,657","129,569","58,131","71,438","23,703",105715.92,42297.79,63418.13,19341.78472
Primary School - Westwood,"195,569","101,461","94,108","36,174","168,503","85,544","82,959","31,188","202,405","109,448","92,958","37,379","227,576","149,298","78,278","41,956","199,009","112,784","86,225","36,766","199,100","110,942","88,158","36,684","212,163","131,448","80,715","39,051","193,456","87,081","106,375","35,606","202,019","119,524",82494.21,"37,126",208559.75,118723.74,89836.01,38305.14069,207482.44,104964.2,102518.24,38077.00829,191510.28,121199.41,70310.87,35033.43015,208038.85,90082.97,117955.88,38021.28781,236674.9,131349.29,105325.61,43291.63864,254263.84,139275.33,114988.51,46511.75565,232363.26,118124.41,114238.85,42513.18205
Primary School - Whingate,"347,286","206,032","141,254","64,237","282,939","153,675","129,264","52,366","302,082","160,818","141,264","55,783","284,937","157,089","127,849","52,559","235,189","110,156","125,034","43,438","217,046","107,104","109,943","39,984","217,912","113,861","104,051","40,113","207,732","74,832","132,901","38,230","236,714","131,326","105,388","43,498","284,000","146,733","137,268","52,166","316,637","151,857","164,780","58,103","335,041","200,927","134,114","61,283","274,658","151,972","122,687","50,184","254,166","121,121","133,044","46,490","226,402","118,827","107,575","41,415",198207.61,84375.4,113832.21,36264.06433
Primary School - Whinmoor St Pauls Church of England,"228,328",124811,"103,517","42,234","163,141","86,802","76,339","30,194","241,486","134,355","107,131","44,600","242,805","139,331","103,474","44,782","234,135","126,134","108,001","43,252","216,429","120,303","96,127","39,877","218,657","137,334","81,323","40,246","182,273","93,507","88,766","33,550","178,310","111,788","66,522","32,772","215,772","132,862","82,910","39,626","182,883","113,498","69,386","33,577","184,994","110,870","74,124","33,838","168,601","99,543","69,057","30,803","173,093","103,699","69,394","31,662","181,226","104,360","76,866","33,151",159846.55,88855.28,70991.27,29245.52479
Primary School - White Laithe,"205,457","121,631","83,826","38,003","188,425","114,429","73,996","34,871","226,965","130,131","96,834","41,923","202,720","127,634","75,086","37,379","190,778","108,764","82,013","35,246","206,939","123,565","83,373","38,132","197,186","121,769","75,417","36,294","197,247","101,067","96,180","36,306","223,662","140,845","82,817","41,108","215,129","131,285","83,844","39,509","260,201","146,384","113,817","47,762","254,865","154,908","99,957","46,619","228,960","133,088","95,872","41,832","224,304","134,059","90,245","41,029","162,996","121,540","41,456","29,815",263183.69,177044.8,86138.89,48152.08792
Primary School - Whitecote,"309,396","175,680","133,716","57,229","261,913","151,815","110,098","48,472","312,224","185,121","127,103","57,678","278,825","168,923","109,902","51,417","256,535","136,559","119,975","47,389","271,580","155,708","115,872","50,040","284,357","159,394","124,963","52,342","240,835","114,072","126,764","44,327","253,541","150,750","102,791","46,595","260,410","156,738","103,672","47,825","256,149","129,969","126,181","47,009","246,809","135,063","111,746","45,136","203,903","112,985","90,918","37,256","234,022","127,914","106,108","42,806","223,884","119,046","104,838","40,955",194665.45,100434.56,94230.89,35615.99073
Primary School - Whitkirk,"304,462","178,955","125,507","56,316","256,388","139,801","116,587","47,452","354,374","224,456","129,918","65,482","285,243","185,769","99,474","52,589","262,175","155,312","106,863","48,439","229,480","122,363","107,116","42,279","240,462","132,690","107,771","44,262","218,806","92,140","126,666","40,270","132,318","132,318",0,"24,341",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Primary School - Wigton Moor,"402,362","226,755","175,607","74,425","338,959","205,871","133,088","62,729","348,642","217,723","130,920","64,419","369,004","227,821","141,183","68,043","377,363","210,540","166,824","69,715","322,930","185,721","137,209","59,502","330,092","183,712",146380.34,"60,760",283149.67,125423.18,157726.49,52113.79825,287468.1,165748.22,121719.88,52827.85773,"289,412","163,479","125,933","53,155","314,912","150,725","164,187","57,786","320,880","183,995","136,885","58,688","253,274","125,166","128,108","46,283",267495.74,132698.9,134796.84,48928.80932,"263,151","134,424","128,726","48,138",251380.2,115881.02,135499.18,45992.52139
Primary School - Windmill,"232,006",0,"232,006","42,914","739,015","420,440","318,575","136,772","950,330","561,375","388,956","175,556","754,668","494,261","260,407","139,132","728,457","419,358","309,099","134,583","872,550","520,028","352,522","160,782","792,195","475,077","317,118","145,814","648,645","208,824","439,822","119,367","802,912","441,296","361,616","147,541","694,145","317,215","376,930","127,518","672,815","436,798","236,016","123,543","438,116","242,934","195,182","80,124","395,116","218,756","176,360","72,193","369,569","196,851","172,718","67,600","409,628","237,181","172,447","74,931",364663.79,184966.24,179697.55,66718.88702
Primary School - Woodlesford,"281,339","162,809","118,530","52,039","240,029","126,195","113,834","44,426","300,249","176,675","123,574","55,465","287,321","171,135","116,186","52,987","257,437","138,191","119,246","47,556","250,774","135,480","115,294","46,203","288,164","162,280","125,884","53,042","231,755","115,576","116,179","42,657","281,725","174,289","107,437","51,778","265,296","159,698","105,599","48,723","319,674","179,928","139,746","58,679","292,099","166,143","125,956","53,423","226,853","117,499","109,354","41,452","233,335","125,604","107,731","42,681","216,721","105,236","111,485","39,645",191554.72,85049.69,106505.03,35046.85157
Primary School - Wykebeck,"593,808","343,705","250,103","109,837","233,757","215,255","18,502","43,242","312,178","171,006","141,172","57,653","298,846","181,695","117,151","55,109","325,308","194,565","130,743","60,105","395,446","247,140","148,306","72,873","315,191","203,627","111,564","58,013","270,877","122,709","148,168","49,856","263,028","150,055","112,973","48,336","245,520","141,916","103,605","45,093","282,968","138,288","144,681","51,927","281,740","152,424","129,316","51,523","270,995","148,852","122,142","49,515","259,454","146,028","113,425","47,458","282,400","161,215","121,185","51,658",235425.81,127040.74,108385.07,43073.5062
Primary School - Yeadon Westfield Infants,176059,88173,87886,32565.63323,126574.99,62317,64257.99,23427.99782,187724.36,90155.95,97568.41,34654.27368,153509.73,83306.15,70203.58,28317.43086,147509.31,66184.96,81324.35,27242.70716,"147,268","69,171","78,097","27,128","166,090","82,006","84,084","30,574","168,547","68,011","100,536","31,020","171,024","79,100","91,924","31,420","241,412","144,819","96,593","44,336","152,106","60,242","91,864","27,902","132,345","56,589","75,757","24,193","120,923","50,221","70,702","22,101","146,463","73,866","72,597","26,790","138,979","82,318","56,661","25,423",47670.13,47670.13,0,8721.726985
Pupil Referral Unit - Burley Park Centre,13951,9237,4714,2580.51647,12743.75,5830,6913.75,2358.870738,20981.41,13113.12,7868.29,3876.761047,123493.64,70286.07,53207.57,22777.41233,119974.71,62909.58,57065.13,22162.23716,194328.01,126394.59,67933.42,35813.01525,43498.3,43498.3,0,8003.548796,0,0,0,0,0,0,0,0,"10,564","4,974","5,589","1,941","14,260","7,785","6,476","2,617","12,772","7,020","5,752","2,336","11,712","6,045","5,667","2,140",446,400,46,82,"2,025",863,"1,163",371,25945.6,12151.96,13793.64,4747.006976
Recovery Hub - Recovery Hub at East Leeds,555372,338113,217259,102727.1588,587736.6,357728,230008.6,108768.841,748719.49,511174.01,237545.48,138392.4085,664254.47,455971.07,208283.4,122443.7217,669129.21,448779.27,220349.94,123655.5957,636368.92,414987.84,221381.08,117277.9214,622775.17,411220.13,211555.04,114624.0156,575764.78,305975.58,269789.2,105980.1046,"711,943",510733.45,"201,209","130,878","591,106","385,679","205,426","108,548","595,197","406,105","189,091","109,305","567,594","361,780","205,813","103,833","583,693","363,465","220,228","106,633","561,304","347,833","213,471","102,673","601,135","372,508","228,627","109,961",580755.08,399480.74,181274.34,106254.9494
Recovery Hub - Recovery Hub at South Leeds,17831,16269,1562,3298.20007,13745.28,8785,4960.28,2543.654909,8302.88,1133.23,7169.65,1529.387914,527788.15,351598.68,176189.47,97298.51643,429590.18,270811.63,158778.55,79379.544,"435,188","271,898","163,290","80,196","441,592","284,798","156,794","81,278","403,548","230,714","172,833","74,284","436,215","280,621","155,594","80,176","507,834","322,661","185,173","93,259","416,956","257,714","159,241","76,553","407,183","258,057","149,126","74,487","269,695","147,145","122,550","49,278","167,875","87,832","80,044","30,707","206,196","156,425","49,771","37,716",259605.99,94229.58,165376.41,47497.51193
Recovery Hub - Recovery Hub at West Leeds,632059,402037,230022,116911.9532,601978.54,386912,215066.54,111399.5865,718941.05,475745.68,243195.37,132870.5333,655816.56,438373.84,217442.72,120899.3544,598198.75,396535.54,201663.21,110545.1487,"575,504","391,174","184,330","106,068","596,409","407,480","188,929","109,769","529,692","312,827","216,865","97,506","535,785","356,112","179,673","98,482","557,407","355,392","202,015","102,362","589,305","395,420","193,885","108,218","541,581","352,634","188,947","99,079","447,223","268,049","179,174","81,706","161,238","92,886","68,352","29,493","147,709","86,192","61,517","27,020",158678.87,72207.6,86471.27,29031.88606
Schools - Academy PFI Primary - Methley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"114,063","40,776","73,286","21,006","207,066","127,513","79,553","38,113","187,285","102,089","85,196","34,474","161,538","94,351","67,187","29,686","170,471","102,682","67,789","31,308","165,409","94,383","71,026","30,363","172,912","104,034","68,879","31,628","178,373","115,245","63,128","32,585","125,608","64,885","60,724","22,976","181,121","105,823","75,298","33,132",152318.29,80159.93,72158.36,27868.15434
Schools - Academy PFI Secondary - Rodillian ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"419,929","89,002","330,926","77,101","868,619","508,587","360,032","159,530","986,582","533,250","453,332","181,081","1,227,738","884,973","342,766","224,660","756,554","415,014","341,539","138,234","864,379","434,315","430,064","158,107","859,502","448,590","410,912","157,228",773537.3,405829.28,367708.02,141526.3844
Schools - Academy PFI Secondary - Swallow Hill Community College,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"322,153",0,"322,153","59,118","632,197","328,560","303,637","116,124","736,312","280,245","456,067","135,062","898,613","668,943","229,670","164,448","542,843","269,475","273,367","99,197","520,686","261,095","259,591","95,241","804,663","335,902","468,761","147,201",698813.34,334467.56,364345.78,127854.8887
Schools - PFI Primary - Cookridge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"138,968","62,399","76,569","25,598","211,203","117,998",93204.96,"38,876","193,798","115,945","77,853","35,675","164,662","95,855","68,807","30,260","149,700","79,790","69,910","27,497","222,950","124,572","98,378","40,924","223,948","136,094","87,855","40,964","178,589","109,037","69,552","32,627","189,928","118,436","71,491","34,741","209,932","134,862","75,070","38,401",168607.89,93214.72,75393.17,30848.49955
Schools - PFI Primary - East Ardsley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"168,078","74,969","93,109","30,960","240,011","142,510","97,502","44,178","186,167","92,483","93,684","34,266","204,879","119,630","85,250","37,651","219,454","132,192","87,263","40,303","212,963","121,508","91,455","39,093","220,079","134,977","85,102","40,257","191,149","114,616","76,533","34,922","228,360","143,815","84,546","41,771","190,471","106,669","83,802","34,842",183082.37,94256.26,88826.11,33496.75042
Schools - PFI Primary - Kippax Ash Tree,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"133,557","55,891","77,666","24,599","184,842","103,775","81,067","34,024","174,135","88,679","85,455","32,052","196,271","118,526","77,745","36,071","209,721","131,256","78,465","38,514","200,253","118,039","82,214","36,762","197,915","121,394","76,521","36,203","324,293","223,387","100,906","59,236","179,347","94,186","85,161","32,805","220,077","134,192","85,884","40,257",180981.12,97582.93,83398.19,33112.30572
Schools - PFI Primary - Lower Wortley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"175,787","60,776","115,011","32,372","234,862","136,585","98,277","43,230","215,583","109,913","105,669","39,681","230,539","133,337","97,202","42,366","234,077","132,722","101,355","42,992","269,268","157,951","111,317","49,431","259,361","163,782","95,579","47,445","233,523","136,075","97,448","42,665","201,465","116,787","84,678","36,851","243,711","137,362","106,348","44,581",208553.51,107918.99,100634.52,38156.95019
Schools - PFI Primary - Pudsey Bolton Royd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197697.32,84520.86,113176.46,36413.98116,279564.42,172602.81,106961.61,51456.84462,264478.75,136035.27,128443.48,48681.26056,"315,907","193,594","122,313","58,059","305,199","179,850","125,349","56,052","356,212","222,176","134,037","65,402","348,374","227,204","121,169","63,733","277,606","167,855","109,751","50,717","245,078","130,971","114,107","44,829","286,119","172,135","113,984","52,338",266612.68,150290.82,116321.86,48779.45593
Schools - PFI Primary - Rawdon Littlemoor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154246.01,62721.97,91524.04,28409.19951,88231.85,88231.85,0,16234.37966,316445.84,222953.98,93491.86,58258.8569,"249,839",158214.45,"91,624","45,919","220,397","132,759","87,638","40,477","213,862","122,032","91,830","39,258","237,769","135,580","102,189","43,486","187,489","126,718","60,771","34,248","211,795","117,864","93,931","38,741","196,747","28,148","168,599","35,995",159611.34,81157.63,78453.71,29202.49077
Schools - PFI Primary - Rothwell Primary and Nursery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137400,55728.26,81671.74,25306.41785,192829.64,118732.57,74097.07,35492.42708,170964.74,90514.85,80449.89,31469.13761,"149,437","84,074","65,363","27,461","152,455","85,447","67,008","28,001","200,368","104,150","96,218","36,773","178,599","107,978","70,622","32,668","143,412","77,118","66,294","26,204","136,857","84,133","52,724","25,034","122,286","72,767","49,519","22,369",107922.69,55115.65,52807.04,19745.53536
Schools - PFI Primary - Rufford Park,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"146,607","70,278","76,329","27,007","258,327","161,379","96,948","47,548","197,969","94,149","103,820","36,437","217,991","128,875","89,116","40,062","226,200","136,240","89,960","41,542","219,498","125,255","94,243","40,292","176,962","139,118","37,844","32,389","196,970","113,558","83,411","35,987","179,674","107,075","72,599","32,865","195,636","110,586","85,050","35,787",169779.47,92674.35,77105.12,31062.85183
