Q1. Do you work for Leeds City Council,Q5. Work Postcode,Q6. Home Postcode,Q7. From home I,Q8. For how many minutes,Q9. To (location),Q10. Then I,Q11. For how many minutes,Q12. To (location),Q13. Then I,Q14. For how many minutes,Q15. To (location),Q16. Then I,Q17. For how many minutes,Q18. To (location),Q19. Then I,Q20. For how many minutes,Q21. To (location),Q22. Then I,Q23. For how many minutes,Q24. To (location),Q25. What was the main mode of transport you used to travel to work today? (Please select the mode of transport used for the longest distance travelled),Q26. On Monday,Q27. On Tuesday,Q28. On Wednesday?,Q29. On Thursday?,Q30. On Friday?,Q31. On Saturday?,Q32. On Sunday?,Q33. How many days a week do you usually work?,"Q34. How many days a week do you commute to your workplace? (i.e. only days you will travel to work, not work from home)",Q35. If you own a car what fuel type does it use?,"Q36. If you own a petrol, diesel or hybrid vehicle what engine size does it have?",Q37. At your usual workplace does your Employer provide you with Car/Van Parking?,Q38. Where do you usually park your Car/Van when you drive to work?,Q39. How much do you pay for parking per day?,"Q40. If you no longer had access to car parking at your usual place of work, what alternatives would you consider? (Please rank each alternative by how likely you think you would be to switch to that method of travel from 1 low likelihood to 5 high likelihood)",Q41 a,Q41 b,Q41 c,Q41 d,Q41 e,Q41 f,Q41 g,Q41 h,Q41 i,Q41 j,Q40 k,Q41. How would you describe your gender?,Q42. What is your age group?,Q43. What is your employment status?
No,LS14,LS10,"Walk, wheel or run",18,My place of work,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Walk, wheel or run",N/A - Non working day,"Walk, wheel or run","Walk, wheel or run",N/A - Non working day,Work from Home,N/A - Non working day,N/A - Non working day,5,3,I do not own a car,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Man,16-24,Apprenticeship/training
No,ls14,yo74,"Walk, wheel or run",5,The railway station,Train,40,The railway station,"Walk, wheel or run",5,My place of work,-,-,-,-,-,-,-,-,-,Work from Home,N/A - Non working day,Train,Work from Home,Train,Work from Home,N/A - Non working day,N/A - Non working day,5,2,Diesel,Diesel 1.7-2.0L,No,I do not drive to work,-,-,-,-,-,-,-,-,-,-,-,-,-,Man,45-54,Working full-time
No,LS14,HD75,Car/Van Share (passenger),45,Husband's place of work,Car/Van (Single Occupant),20,Car Park,"Walk, wheel or run",2,My place of work,-,-,-,-,-,-,-,-,-,Work from Home,Work from Home,Train,Car/Van (Single Occupant),Work from Home,Work from Home,N/A - Non working day,N/A - Non working day,5,2,Fully electric,-,Yes,In a public car park,"employer pays, so unsure",1 low,1 low,3,3,1 low,3,5 high,1 low,1 low,1 low,5 high,5 high,Woman,25-34,Working full-time
No,LS14,LS11,"Walk, wheel or run",6,My place of work,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Walk, wheel or run","Walk, wheel or run","Walk, wheel or run","Walk, wheel or run","Walk, wheel or run","Walk, wheel or run","Walk, wheel or run","Walk, wheel or run",5,3,I do not own a car,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Woman,25-34,Working full-time
No,LS1 ,LS25,"Walk, wheel or run",15,The railway station,Train,20,The railway station,"Walk, wheel or run",5,My place of work,-,-,-,-,-,-,-,-,-,Train,N/A - Non working day,Train,Train,Train,Work from Home,N/A - Non working day,N/A - Non working day,5,3,Diesel,Diesel up to 1.7L,Yes,I do not drive to work,-,-,-,-,-,-,-,-,-,-,-,-,-,Man,25-34,Working full-time
No,LS1 ,LS17,Car/Van share (driver),28,My place of work,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Work from Home,Work from Home,Car/Van (Single Occupant),Work from Home,Car/Van Share (Driver),N/A - Non working day,N/A - Non working day,N/A - Non working day,4,1,Diesel,Diesel 1.7-2.0L,Yes,In another private car park,Don't pay (free),1 low,1 low,1 low,1 low,5 high,1 low,1 low,1 low,1 low,1 low,4,1 low,Woman,35-44,Working part-time
No,LS1 ,BD19,Car/Van (Single Occupant),20,Car Park,"Walk, wheel or run",5,My place of work,-,-,-,-,-,-,-,-,-,-,-,-,Car/Van (Single Occupant),Car/Van (Single Occupant),Car/Van (Single Occupant),Car/Van (Single Occupant),Car/Van (Single Occupant),Car/Van (Single Occupant),N/A - Non working day,N/A - Non working day,5,4,Petrol,Petrol 1.4-2.0L,No,In another private car park,Don't pay (free),1 low,2,5 high,2,4,2,1 low,1 low,1 low,1 low,1 low,1 low,Man,25-34,Working full-time
No,LS1 ,BD20,Car/Van (Single Occupant),15,The railway station,Train,35,The railway station,"Walk, wheel or run",10,My place of work,-,-,-,-,-,-,-,-,-,Train,Work from Home,Train,Work from Home,Work from Home,Train,N/A - Non working day,N/A - Non working day,5,2,Petrol,Petrol up to 1.4L,No,I get a lift to the train station,Car not parked anywhere. Get dropped off at station.,1 low,1 low,1 low,1 low,1 low,5 high,-,1 low,1 low,1 low,3,1 low,Woman,65-74,Working full-time
No,LS1 ,LS9 ,"Walk, wheel or run",10,My place of work,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Walk, wheel or run","Walk, wheel or run","Walk, wheel or run","Walk, wheel or run",Train,"Walk, wheel or run",N/A - Non working day,N/A - Non working day,5,5,Petrol,Petrol more than 2.0L,No,In a public car park,More than £10,3,1 low,1 low,1 low,1 low,3,1 low,1 low,1 low,1 low,3,1 low,Man,25-34,Working full-time
No,LS1 ,LS1 ,"Walk, wheel or run",3,My place of work,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Walk, wheel or run","Walk, wheel or run","Walk, wheel or run","Walk, wheel or run","Walk, wheel or run","Walk, wheel or run",N/A - Non working day,N/A - Non working day,5,4,I do not own a car,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Woman,25-34,Working full-time
No,LS1 ,LS2 ,"Walk, wheel or run",17,My place of work,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Walk, wheel or run","Walk, wheel or run","Walk, wheel or run","Walk, wheel or run","Walk, wheel or run","Walk, wheel or run",N/A - Non working day,N/A - Non working day,5,3,I do not own a car,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Woman,25-34,Working full-time
No,LS1 ,HU9 ,Car/Van Share (passenger),20,The railway station,"Walk, wheel or run",5,My place of work,-,-,-,-,-,-,-,-,-,-,-,-,Work from Home,Work from Home,Bus,Work from Home,Bus,Work from Home,N/A - Non working day,N/A - Non working day,5,2,I do not own a car,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Man,25-34,Working full-time
No,LS1 ,HG3 ,Car/Van (Single Occupant),22,The railway station,Train,33,The railway station,"Walk, wheel or run",5,My place of work,-,-,-,-,-,-,-,-,-,Train,Work from Home,Work from Home,Train,Work from Home,Work from Home,N/A - Non working day,N/A - Non working day,5,1,Fully electric,-,Yes,In the workplace car park,Don't pay (free),1 low,1 low,2,5 high,2,5 high,-,1 low,2,1 low,4,-,Man,55-64,Working full-time
No,LS1 ,WF4 ,Car/Van (Single Occupant),35,My place of work,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Car/Van (Single Occupant),Car/Van (Single Occupant),Car/Van (Single Occupant),Work from Home,Work from Home,Work from Home,N/A - Non working day,N/A - Non working day,5,2,Plug-in Hybrid,Petrol 1.4-2.0L,Yes,In the workplace car park,Don't pay (free),1 low,1 low,1 low,1 low,1 low,1 low,1 low,1 low,1 low,3,-,1 low,Woman,35-44,Working full-time
No,LS1 ,LS7 ,Car/Van (Single Occupant),20,My place of work,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Work from Home,Car/Van (Single Occupant),Work from Home,Work from Home,Work from Home,Work from Home,N/A - Non working day,N/A - Non working day,5,2,Plug-in Hybrid,Petrol 1.4-2.0L,Yes,In a public car park,Don't pay (free),-,4,-,-,5 high,-,-,3,-,-,2,-,Man,35-44,Working full-time
No,LS1 ,LS15,Taxi,15,My place of work,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Work from Home,Taxi,Work from Home,Work from Home,Work from Home,Work from Home,N/A - Non working day,N/A - Non working day,5,1,I do not own a car,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Man,65-74,Working full-time
No,LS1 ,LS11,"Walk, wheel or run",5,My place of work,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Walk, wheel or run",Work from Home,Work from Home,Work from Home,Work from Home,Work from Home,N/A - Non working day,N/A - Non working day,5,2,I do not own a car,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Man,25-34,Working full-time
No,LS1 ,LS9 ,"Walk, wheel or run",4,The bus stop,Bus,30,The bus stop,"Walk, wheel or run",4,My place of work,-,-,-,-,-,-,-,-,-,Work from Home,Work from Home,Work from Home,Work from Home,Work from Home,Work from Home,N/A - Non working day,N/A - Non working day,5,2,Petrol,Petrol up to 1.4L,No,I do not drive to work,-,-,-,-,-,-,-,-,-,-,-,-,-,Man,25-34,Working full-time
No,WF10,WF61,Car/Van (Single Occupant),20,My place of work,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Car/Van (Single Occupant),Car/Van (Single Occupant),Car/Van (Single Occupant),Car/Van (Single Occupant),Car/Van (Single Occupant),Car/Van (Single Occupant),N/A - Non working day,N/A - Non working day,5,5,Petrol,Petrol up to 1.4L,Yes,In the workplace car park,Don't pay (free),1 low,2,1 low,1 low,2,1 low,1 low,2,1 low,1 low,1 low,1 low,Woman,55-64,Working full-time
No,LS23,ls13,Car/Van (Single Occupant),50,My place of work,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Car/Van (Single Occupant),Car/Van (Single Occupant),Car/Van (Single Occupant),Car/Van (Single Occupant),Car/Van (Single Occupant),Car/Van (Single Occupant),N/A - Non working day,N/A - Non working day,5,5,Petrol,Petrol up to 1.4L,Yes,In the workplace car park,Don't pay (free),1 low,1 low,1 low,1 low,1 low,1 low,1 low,1 low,1 low,1 low,1 low,1 low,Woman,25-34,Working full-time
No,WF10,WF10,Car/Van share (driver),15,My place of work,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Car/Van Share (Driver),Car/Van Share (Driver),Car/Van Share (Driver),Car/Van Share (Driver),Car/Van Share (Driver),Car/Van Share (Driver),N/A - Non working day,N/A - Non working day,4,4,Petrol,Petrol 1.4-2.0L,Yes,In the workplace car park,Don't pay (free),5 high,5 high,1 low,1 low,3,1 low,5 high,3,1 low,1 low,1 low,-,Woman,45-54,Working part-time
No,Ls1 ,LS14,Car/Van Share (passenger),30,My place of work,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Car/Van Share (Passenger),N/A - Non working day,N/A - Non working day,Car/Van Share (Passenger),Car/Van Share (Passenger),Car/Van Share (Passenger),N/A - Non working day,N/A - Non working day,3,3,Petrol,Petrol up to 1.4L,No,I get dropped off ,I get dropped off,1 low,1 low,1 low,1 low,1 low,1 low,1 low,1 low,1 low,1 low,1 low,1 low,Woman,55-64,Working part-time
No,LS11,LS10,Car/Van share (driver),20,My place of work,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Car/Van Share (Driver),Car/Van Share (Driver),Car/Van Share (Driver),Car/Van Share (Driver),Car/Van Share (Driver),Car/Van Share (Driver),N/A - Non working day,N/A - Non working day,5,5,Petrol,Petrol up to 1.4L,No,In the workplace car park,Don't pay (free),1 low,1 low,1 low,1 low,2,1 low,1 low,2,3,1 low,1 low,1 low,Woman,35-44,Working full-time
No,LS11,LS11,Car/Van Share (passenger),5,My place of work,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Car/Van Share (Passenger),Car/Van Share (Passenger),Car/Van Share (Passenger),Car/Van Share (Passenger),"Walk, wheel or run",Car/Van Share (Passenger),N/A - Non working day,N/A - Non working day,5,5,I do not own a car,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Woman,16-24,Working full-time
No,LS11,LS11,Car/Van (Single Occupant),30,My place of work,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Car/Van (Single Occupant),Car/Van (Single Occupant),Car/Van (Single Occupant),Car/Van (Single Occupant),Car/Van (Single Occupant),N/A - Non working day,N/A - Non working day,N/A - Non working day,4,4,Petrol,Petrol up to 1.4L,Yes,In the workplace car park,Don't pay (free),-,-,-,-,-,-,-,-,-,-,-,-,Woman,45-54,Working part-time
No,LS11,LS14,Car/Van (Single Occupant),30,My place of work,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Car/Van (Single Occupant),Car/Van (Single Occupant),Car/Van (Single Occupant),Car/Van (Single Occupant),Car/Van (Single Occupant),N/A - Non working day,N/A - Non working day,N/A - Non working day,4,4,Petrol,Petrol up to 1.4L,Yes,In the workplace car park,Don't pay (free),1 low,1 low,1 low,1 low,4,1 low,4,4,1 low,1 low,1 low,-,Woman,45-54,Working part-time
No,LS11,BD23,"Walk, wheel or run",5,The railway station,Train,45,The railway station,"Walk, wheel or run",15,My place of work,-,-,-,-,-,-,-,-,-,Train,Train,Train,Train,Train,Train,N/A - Non working day,N/A - Non working day,5,5,I do not own a car,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Man,25-34,Working full-time
No,LS1 ,LS7 ,"Walk, wheel or run",40,My place of work,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Walk, wheel or run","Walk, wheel or run","Walk, wheel or run",Car/Van (Single Occupant),Bus,Work from Home,N/A - Non working day,N/A - Non working day,5,3,Petrol,Petrol 1.4-2.0L,No,On the Street,Between £5-£10,5 high,4,2,4,5 high,5 high,5 high,2,1 low,3,3,5 high,Man,35-44,Working full-time
No,LS7 ,LS17,Car/Van Share (passenger),20,Pick up/drop off children,Car/Van share (driver),15,My place of work,-,-,-,-,-,-,-,-,-,-,-,-,Car/Van (Single Occupant),Car/Van (Single Occupant),Car/Van (Single Occupant),Car/Van (Single Occupant),Car/Van (Single Occupant),Car/Van (Single Occupant),N/A - Non working day,N/A - Non working day,5,5,Diesel,Diesel 1.7-2.0L,No,On the Street,Don't pay (free),1 low,1 low,1 low,1 low,5 high,1 low,3,1 low,1 low,1 low,4,1 low,Woman,35-44,Working full-time
No,Ls1,Ls26,Car/Van share (driver),45,My place of work,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Car/Van Share (Driver),Work from Home,Work from Home,Work from Home,Car/Van Share (Driver),Car/Van Share (Driver),N/A - Non working day,N/A - Non working day,5,2,Petrol,Petrol 1.4-2.0L,Yes,In the workplace car park,Don't pay (free),1 low,1 low,1 low,1 low,1 low,1 low,2,2,1 low,1 low,5 high,2,Man,25-34,Working full-time
No,LS1,LS26,Car/Van share (driver),45,Car Park,"Walk, wheel or run",7,My place of work,-,-,-,-,-,-,-,-,-,-,-,-,Car/Van (Single Occupant),Car/Van (Single Occupant),Car/Van (Single Occupant),Car/Van (Single Occupant),Car/Van (Single Occupant),Car/Van (Single Occupant),N/A - Non working day,N/A - Non working day,5,2,Petrol,Petrol 1.4-2.0L,Yes,In the workplace car park,Don't pay (free),1 low,1 low,1 low,1 low,1 low,1 low,1 low,1 low,1 low,1 low,5 high,1 low,Woman,35-44,Working full-time
No,LS1 ,LS8 ,Cycle,25,My place of work,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Cycle,Work from Home,Cycle,Work from Home,Cycle,Cycle,N/A - Non working day,N/A - Non working day,5,3,Petrol,Petrol 1.4-2.0L,No,I do not drive to work,-,-,-,-,-,-,-,-,-,-,-,-,-,Woman,45-54,Working full-time
No,LS1 ,LS13,Bus,30,The bus stop,"Walk, wheel or run",3,My place of work,-,-,-,-,-,-,-,-,-,-,-,-,Bus,Bus,Bus,Bus,Bus,Bus,Bus,Bus,5,3,I do not own a car,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Woman,16-24,Apprenticeship/training
No,LS16,BD2 ,Car/Van share (driver),50,My place of work,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Car/Van (Single Occupant),Car/Van (Single Occupant),Car/Van (Single Occupant),Car/Van (Single Occupant),Car/Van (Single Occupant),Car/Van (Single Occupant),N/A - Non working day,N/A - Non working day,5,5,Petrol,Petrol up to 1.4L,Yes,In the workplace car park,Don't pay (free),1 low,1 low,1 low,1 low,1 low,1 low,1 low,1 low,1 low,1 low,1 low,1 low,Woman,45-54,Working full-time
No,Ls1 ,LS16,Cycle,35,My place of work,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Work from Home,N/A - Non working day,Cycle,Cycle,Work from Home,Work from Home,N/A - Non working day,N/A - Non working day,4,3,Diesel,Diesel 1.7-2.0L,No,I do not drive to work,-,-,-,-,-,-,-,-,-,-,-,-,-,Woman,55-64,Working part-time
No,LS98,LS98,Bus,25,My place of work,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Bus,Bus,Bus,Bus,Bus,Bus,Bus,Bus,7,7,I do not own a car,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Prefer not to say,Prefer not to say,Working part-time
No,LS14,LS6,"Walk, wheel or run",3,The bus stop,Bus,45,The bus stop,"Walk, wheel or run",5,My place of work,-,-,-,-,-,-,-,-,-,Bus,N/A - Non working day,N/A - Non working day,N/A - Non working day,N/A - Non working day,Bus,Bus,Bus,3,3,I do not own a car,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Woman,25-34,Student
No,LS10,LS21,Car/Van (Single Occupant),60,My place of work,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Car/Van (Single Occupant),Car/Van (Single Occupant),Car/Van (Single Occupant),N/A - Non working day,Car/Van (Single Occupant),Car/Van (Single Occupant),N/A - Non working day,N/A - Non working day,4,4,Diesel,Diesel up to 1.7L,Yes,In the workplace car park,Don't pay (free),1 low,1 low,4,4,3,3,-,1 low,1 low,1 low,2,1 low,Woman,35-44,Working full-time
No,LS2 ,LS5 ,Car/Van (Single Occupant),30,My place of work,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Car/Van Share (Passenger),Car/Van (Single Occupant),N/A - Non working day,N/A - Non working day,Car/Van (Single Occupant),Car/Van (Single Occupant),N/A - Non working day,N/A - Non working day,3,3,Petrol,Petrol 1.4-2.0L,No,In another private car park,Don't pay (free),1 low,1 low,1 low,1 low,1 low,1 low,1 low,1 low,1 low,1 low,1 low,5 high,Prefer not to say,Prefer not to say,Working part-time
No,LS1 ,WF12,Cycle,40,My place of work,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Cycle,Work from Home,Cycle,Work from Home,Cycle,Cycle,N/A - Non working day,N/A - Non working day,5,3,Self-charging hybrid,Petrol 1.4-2.0L,No,In another private car park,Don't pay (free),1 low,5 high,3,1 low,1 low,1 low,1 low,1 low,1 low,1 low,3,1 low,Man,55-64,Working full-time
No,LS1 ,LS16,Bus,45,My place of work,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Bus,Bus,Bus,Bus,Bus,Bus,N/A - Non working day,N/A - Non working day,5,5,Diesel,Diesel up to 1.7L,No,In a public car park,Between £5-£10,1 low,1 low,1 low,1 low,5 high,1 low,1 low,1 low,1 low,1 low,5 high,1 low,Man,16-24,Student
No,LS1 ,ls8 ,Cycle,30,My place of work,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,N/A - Non working day,Cycle,N/A - Non working day,N/A - Non working day,N/A - Non working day,Cycle,N/A - Non working day,N/A - Non working day,5,5,Fully electric,-,No,I do not drive to work,-,-,-,-,-,-,-,-,-,-,-,-,-,Man,65-74,Working full-time
No,LS1 ,LS26,"Walk, wheel or run",5,The bus stop,Bus,20,Bus station,"Walk, wheel or run",20,My place of work,-,-,-,-,-,-,-,-,-,Bus,Work from Home,Bus,Work from Home,Bus,Work from Home,N/A - Non working day,N/A - Non working day,5,2,Petrol,Petrol up to 1.4L,No,I do not drive to work,-,-,-,-,-,-,-,-,-,-,-,-,-,Woman,45-54,Working full-time
No,Ls6,LS11,"Walk, wheel or run",9,My place of work,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Bus,Bus,Bus,Bus,Bus,Bus,N/A - Non working day,N/A - Non working day,5,5,I do not own a car,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Man,55-64,Working part-time
No,LS6 ,LS17,Motorcycle,20,My place of work,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Car/Van Share (Driver),Car/Van Share (Driver),Car/Van Share (Driver),Motorcycle,Motorcycle,Motorcycle,N/A - Non working day,N/A - Non working day,5,5,Petrol,Petrol up to 1.4L,Yes,In the workplace car park,Don't pay (free),1 low,1 low,1 low,1 low,1 low,1 low,1 low,3,5 high,2,4,2,Man,55-64,Working full-time
No,ls6 ,LS4 ,"Walk, wheel or run",25,My place of work,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Work from Home,Work from Home,"Walk, wheel or run","Walk, wheel or run",Work from Home,Work from Home,N/A - Non working day,N/A - Non working day,5,2,I do not own a car,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Woman,45-54,Working full-time
No,LS6 ,LS21,Car/Van (Single Occupant),40,My place of work,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Work from Home,Work from Home,Work from Home,Car/Van (Single Occupant),Car/Van (Single Occupant),Work from Home,N/A - Non working day,N/A - Non working day,5,2,Petrol,Petrol up to 1.4L,Yes,In the workplace car park,Don't pay (free),1 low,1 low,1 low,1 low,5 high,1 low,1 low,1 low,1 low,1 low,1 low,1 low,Woman,35-44,Working full-time
No,Ls2 ,LS21,Car/Van (Single Occupant),14,The railway station,Train,15,The railway station,"Walk, wheel or run",15,My place of work,-,-,-,-,-,-,-,-,-,Train,Work from Home,Train,Train,Work from Home,Work from Home,N/A - Non working day,N/A - Non working day,5,2,Petrol,Petrol up to 1.4L,No,In a public car park,Don't pay (free),1 low,1 low,1 low,5 high,2,5 high,1 low,1 low,1 low,1 low,1 low,1 low,Man,45-54,Working full-time
No,LS25,Ls9 ,"Walk, wheel or run",45,My place of work,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Walk, wheel or run",Work from Home,Work from Home,Work from Home,"Walk, wheel or run",Work from Home,N/A - Non working day,N/A - Non working day,5,2,I do not own a car,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Woman,35-44,Working full-time
No,LS1 ,LS16,"Walk, wheel or run",2,The bus stop,Bus,25,The bus stop,"Walk, wheel or run",10,My place of work,-,-,-,-,-,-,-,-,-,Bus,Work from Home,Work from Home,Work from Home,Bus,Bus,N/A - Non working day,N/A - Non working day,5,2,Diesel,Diesel more than 2.0L,No,In a public car park,Between £5-£10,1 low,1 low,1 low,1 low,5 high,1 low,1 low,1 low,1 low,1 low,5 high,1 low,Woman,55-64,Working full-time
No,LS1 ,WF3 ,Taxi,20,My place of work,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Taxi,Taxi,Taxi,Work from Home,Taxi,Work from Home,N/A - Non working day,N/A - Non working day,5,2,I do not own a car,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Man,25-34,Working full-time
No,LS1 ,LS8 ,"Walk, wheel or run",5,The bus stop,Bus,25,The bus stop,"Walk, wheel or run",10,My place of work,-,-,-,-,-,-,-,-,-,Bus,Work from Home,Bus,Work from Home,Work from Home,Work from Home,N/A - Non working day,N/A - Non working day,5,1,Petrol,Petrol up to 1.4L,No,I do not drive to work,-,-,-,-,-,-,-,-,-,-,-,-,-,Man,35-44,Working full-time
No,Ls1 ,LS11,Car/Van (Single Occupant),25,Car Park,"Walk, wheel or run",5,My place of work,-,-,-,-,-,-,-,-,-,-,-,-,Work from Home,Car/Van (Single Occupant),Work from Home,Work from Home,Car/Van (Single Occupant),Work from Home,N/A - Non working day,N/A - Non working day,5,2,Petrol,Petrol up to 1.4L,No,In a public car park,More than £10,1 low,1 low,1 low,1 low,5 high,1 low,1 low,1 low,1 low,1 low,4,1 low,Woman,55-64,Working full-time
No,LS1 ,BD11,Car/Van (Single Occupant),25,Car Park,"Walk, wheel or run",2,My place of work,-,-,-,-,-,-,-,-,-,-,-,-,Car/Van (Single Occupant),Work from Home,Car/Van (Single Occupant),Car/Van (Single Occupant),Work from Home,Work from Home,N/A - Non working day,N/A - Non working day,5,2,Petrol,Petrol 1.4-2.0L,No,In a public car park,Between £5-£10,1 low,1 low,3,1 low,2,1 low,1 low,1 low,1 low,1 low,4,-,Man,35-44,Working full-time
No,Ls14,Ls28,Cycle,40,My place of work,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Cycle,Cycle,Cycle,N/A - Non working day,Cycle,Cycle,N/A - Non working day,N/A - Non working day,4,1,Petrol,Petrol more than 2.0L,No,I do not drive to work,-,-,-,-,-,-,-,-,-,-,-,-,-,Man,45-54,Working full-time
No,LS6 ,Ls6 ,"Walk, wheel or run",20,My place of work,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Walk, wheel or run","Walk, wheel or run","Walk, wheel or run","Walk, wheel or run","Walk, wheel or run","Walk, wheel or run",N/A - Non working day,N/A - Non working day,5,5,Petrol,Petrol up to 1.4L,Yes,In the workplace car park,Don't pay (free),5 high,5 high,1 low,1 low,4,1 low,1 low,1 low,1 low,1 low,1 low,1 low,Woman,35-44,Working full-time
